zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
45459,OH,Montgomery County,Montgomery County,OH,113,,,,
45469,OH,Montgomery County,Montgomery County,OH,113,,,,
45470,OH,Montgomery County,Montgomery County,OH,113,,,,
45479,OH,Montgomery County,Montgomery County,OH,113,,,,
45490,OH,Montgomery County,Montgomery County,OH,113,,,,
43720,OH,Morgan County,Morgan County,OH,115,,,,
43724,OH,Morgan County,Morgan County,OH,115,,,,
43728,OH,Morgan County,Morgan County,OH,115,,,,
43731,OH,Morgan County,Morgan County,OH,115,,,,
43756,OH,Morgan County,Morgan County,OH,115,,,,
43758,OH,Morgan County,Morgan County,OH,115,,,,
43777,OH,Morgan County,Morgan County,OH,115,,,,
43787,OH,Morgan County,Morgan County,OH,115,,,,
45711,OH,Morgan County,Morgan County,OH,115,,,,
45715,OH,Morgan County,Morgan County,OH,115,,,,
45732,OH,Morgan County,Morgan County,OH,115,,,,
45744,OH,Morgan County,Morgan County,OH,115,,,,
45786,OH,Morgan County,Morgan County,OH,115,,,,
43003,OH,Morrow County,Morrow County,OH,117,,,,
43011,OH,Morrow County,Morrow County,OH,117,,,,
43019,OH,Morrow County,Morrow County,OH,117,,,,
43050,OH,Morrow County,Morrow County,OH,117,,,,
43314,OH,Morrow County,Morrow County,OH,117,,,,
43315,OH,Morrow County,Morrow County,OH,117,,,,
43317,OH,Morrow County,Morrow County,OH,117,,,,
43320,OH,Morrow County,Morrow County,OH,117,,,,
43321,OH,Morrow County,Morrow County,OH,117,,,,
43325,OH,Morrow County,Morrow County,OH,117,,,,
43334,OH,Morrow County,Morrow County,OH,117,,,,
43338,OH,Morrow County,Morrow County,OH,117,,,,
43349,OH,Morrow County,Morrow County,OH,117,,,,
43350,OH,Morrow County,Morrow County,OH,117,,,,
43356,OH,Morrow County,Morrow County,OH,117,,,,
44813,OH,Morrow County,Morrow County,OH,117,,,,
44833,OH,Morrow County,Morrow County,OH,117,,,,
44903,OH,Morrow County,Morrow County,OH,117,,,,
44904,OH,Morrow County,Morrow County,OH,117,,,,
43056,OH,Muskingum County,Muskingum County,OH,119,,,,
43701,OH,Muskingum County,Muskingum County,OH,119,,,,
43720,OH,Muskingum County,Muskingum County,OH,119,,,,
43727,OH,Muskingum County,Muskingum County,OH,119,,,,
43732,OH,Muskingum County,Muskingum County,OH,119,,,,
43734,OH,Muskingum County,Muskingum County,OH,119,,,,
43735,OH,Muskingum County,Muskingum County,OH,119,,,,
43738,OH,Muskingum County,Muskingum County,OH,119,,,,
43746,OH,Muskingum County,Muskingum County,OH,119,,,,
43756,OH,Muskingum County,Muskingum County,OH,119,,,,
43760,OH,Muskingum County,Muskingum County,OH,119,,,,
43762,OH,Muskingum County,Muskingum County,OH,119,,,,
43767,OH,Muskingum County,Muskingum County,OH,119,,,,
43771,OH,Muskingum County,Muskingum County,OH,119,,,,
43777,OH,Muskingum County,Muskingum County,OH,119,,,,
43791,OH,Muskingum County,Muskingum County,OH,119,,,,
43802,OH,Muskingum County,Muskingum County,OH,119,,,,
43821,OH,Muskingum County,Muskingum County,OH,119,,,,
43822,OH,Muskingum County,Muskingum County,OH,119,,,,
43830,OH,Muskingum County,Muskingum County,OH,119,,,,
43842,OH,Muskingum County,Muskingum County,OH,119,,,,
43711,OH,Noble County,Noble County,OH,121,,,,
43717,OH,Noble County,Noble County,OH,121,,,,
43724,OH,Noble County,Noble County,OH,121,,,,
43732,OH,Noble County,Noble County,OH,121,,,,
43772,OH,Noble County,Noble County,OH,121,,,,
43773,OH,Noble County,Noble County,OH,121,,,,
43779,OH,Noble County,Noble County,OH,121,,,,
43780,OH,Noble County,Noble County,OH,121,,,,
43788,OH,Noble County,Noble County,OH,121,,,,
45715,OH,Noble County,Noble County,OH,121,,,,
45727,OH,Noble County,Noble County,OH,121,,,,
45744,OH,Noble County,Noble County,OH,121,,,,
45745,OH,Noble County,Noble County,OH,121,,,,
45746,OH,Noble County,Noble County,OH,121,,,,
43408,OH,Ottawa County,Ottawa County,OH,123,,,,
43412,OH,Ottawa County,Ottawa County,OH,123,,,,
43416,OH,Ottawa County,Ottawa County,OH,123,,,,
43420,OH,Ottawa County,Ottawa County,OH,123,,,,
43430,OH,Ottawa County,Ottawa County,OH,123,,,,
43432,OH,Ottawa County,Ottawa County,OH,123,,,,
43433,OH,Ottawa County,Ottawa County,OH,123,,,,
43436,OH,Ottawa County,Ottawa County,OH,123,,,,
43439,OH,Ottawa County,Ottawa County,OH,123,,,,
43440,OH,Ottawa County,Ottawa County,OH,123,,,,
43442,OH,Ottawa County,Ottawa County,OH,123,,,,
43445,OH,Ottawa County,Ottawa County,OH,123,,,,
43446,OH,Ottawa County,Ottawa County,OH,123,,,,
43447,OH,Ottawa County,Ottawa County,OH,123,,,,
43449,OH,Ottawa County,Ottawa County,OH,123,,,,
43452,OH,Ottawa County,Ottawa County,OH,123,,,,
43456,OH,Ottawa County,Ottawa County,OH,123,,,,
43458,OH,Ottawa County,Ottawa County,OH,123,,,,
43468,OH,Ottawa County,Ottawa County,OH,123,,,,
43469,OH,Ottawa County,Ottawa County,OH,123,,,,
43512,OH,Paulding County,Paulding County,OH,125,,,,
43526,OH,Paulding County,Paulding County,OH,125,,,,
43556,OH,Paulding County,Paulding County,OH,125,,,,
45813,OH,Paulding County,Paulding County,OH,125,,,,
45821,OH,Paulding County,Paulding County,OH,125,,,,
45827,OH,Paulding County,Paulding County,OH,125,,,,
45831,OH,Paulding County,Paulding County,OH,125,,,,
45832,OH,Paulding County,Paulding County,OH,125,,,,
45849,OH,Paulding County,Paulding County,OH,125,,,,
45851,OH,Paulding County,Paulding County,OH,125,,,,
45855,OH,Paulding County,Paulding County,OH,125,,,,
45861,OH,Paulding County,Paulding County,OH,125,,,,
45873,OH,Paulding County,Paulding County,OH,125,,,,
45879,OH,Paulding County,Paulding County,OH,125,,,,
45880,OH,Paulding County,Paulding County,OH,125,,,,
45886,OH,Paulding County,Paulding County,OH,125,,,,
43076,OH,Perry County,Perry County,OH,127,,,,
43107,OH,Perry County,Perry County,OH,127,,,,
43138,OH,Perry County,Perry County,OH,127,,,,
43148,OH,Perry County,Perry County,OH,127,,,,
43150,OH,Perry County,Perry County,OH,127,,,,
43730,OH,Perry County,Perry County,OH,127,,,,
43731,OH,Perry County,Perry County,OH,127,,,,
43739,OH,Perry County,Perry County,OH,127,,,,
43748,OH,Perry County,Perry County,OH,127,,,,
43760,OH,Perry County,Perry County,OH,127,,,,
43761,OH,Perry County,Perry County,OH,127,,,,
43764,OH,Perry County,Perry County,OH,127,,,,
43766,OH,Perry County,Perry County,OH,127,,,,
43777,OH,Perry County,Perry County,OH,127,,,,
43782,OH,Perry County,Perry County,OH,127,,,,
43783,OH,Perry County,Perry County,OH,127,,,,
45732,OH,Perry County,Perry County,OH,127,,,,
43102,OH,Pickaway County,Pickaway County,OH,129,,,,
43103,OH,Pickaway County,Pickaway County,OH,129,,,,
43110,OH,Pickaway County,Pickaway County,OH,129,,,,
43113,OH,Pickaway County,Pickaway County,OH,129,,,,
43115,OH,Pickaway County,Pickaway County,OH,129,,,,
43116,OH,Pickaway County,Pickaway County,OH,129,,,,
43117,OH,Pickaway County,Pickaway County,OH,129,,,,
43125,OH,Pickaway County,Pickaway County,OH,129,,,,
43135,OH,Pickaway County,Pickaway County,OH,129,,,,
43137,OH,Pickaway County,Pickaway County,OH,129,,,,
43143,OH,Pickaway County,Pickaway County,OH,129,,,,
43145,OH,Pickaway County,Pickaway County,OH,129,,,,
43146,OH,Pickaway County,Pickaway County,OH,129,,,,
43154,OH,Pickaway County,Pickaway County,OH,129,,,,
43156,OH,Pickaway County,Pickaway County,OH,129,,,,
43164,OH,Pickaway County,Pickaway County,OH,129,,,,
45644,OH,Pickaway County,Pickaway County,OH,129,,,,
45133,OH,Pike County,Pike County,OH,131,,,,
45601,OH,Pike County,Pike County,OH,131,,,,
45612,OH,Pike County,Pike County,OH,131,,,,
45613,OH,Pike County,Pike County,OH,131,,,,
45624,OH,Pike County,Pike County,OH,131,,,,
45642,OH,Pike County,Pike County,OH,131,,,,
45646,OH,Pike County,Pike County,OH,131,,,,
45648,OH,Pike County,Pike County,OH,131,,,,
45657,OH,Pike County,Pike County,OH,131,,,,
45660,OH,Pike County,Pike County,OH,131,,,,
45661,OH,Pike County,Pike County,OH,131,,,,
45671,OH,Pike County,Pike County,OH,131,,,,
45687,OH,Pike County,Pike County,OH,131,,,,
45690,OH,Pike County,Pike County,OH,131,,,,
44201,OH,Portage County,Portage County,OH,133,,,,
44202,OH,Portage County,Portage County,OH,133,,,,
44211,OH,Portage County,Portage County,OH,133,,,,
44224,OH,Portage County,Portage County,OH,133,,,,
44231,OH,Portage County,Portage County,OH,133,,,,
44234,OH,Portage County,Portage County,OH,133,,,,
44236,OH,Portage County,Portage County,OH,133,,,,
44240,OH,Portage County,Portage County,OH,133,,,,
44241,OH,Portage County,Portage County,OH,133,,,,
44242,OH,Portage County,Portage County,OH,133,,,,
44243,OH,Portage County,Portage County,OH,133,,,,
44255,OH,Portage County,Portage County,OH,133,,,,
44260,OH,Portage County,Portage County,OH,133,,,,
44265,OH,Portage County,Portage County,OH,133,,,,
44266,OH,Portage County,Portage County,OH,133,,,,
44272,OH,Portage County,Portage County,OH,133,,,,
44278,OH,Portage County,Portage County,OH,133,,,,
44285,OH,Portage County,Portage County,OH,133,,,,
44288,OH,Portage County,Portage County,OH,133,,,,
44312,OH,Portage County,Portage County,OH,133,,,,
44411,OH,Portage County,Portage County,OH,133,,,,
44412,OH,Portage County,Portage County,OH,133,,,,
44429,OH,Portage County,Portage County,OH,133,,,,
44444,OH,Portage County,Portage County,OH,133,,,,
44449,OH,Portage County,Portage County,OH,133,,,,
44470,OH,Portage County,Portage County,OH,133,,,,
44491,OH,Portage County,Portage County,OH,133,,,,
44601,OH,Portage County,Portage County,OH,133,,,,
44632,OH,Portage County,Portage County,OH,133,,,,
45003,OH,Preble County,Preble County,OH,135,,,,
45042,OH,Preble County,Preble County,OH,135,,,,
45056,OH,Preble County,Preble County,OH,135,,,,
45064,OH,Preble County,Preble County,OH,135,,,,
45070,OH,Preble County,Preble County,OH,135,,,,
45304,OH,Preble County,Preble County,OH,135,,,,
45309,OH,Preble County,Preble County,OH,135,,,,
45311,OH,Preble County,Preble County,OH,135,,,,
45320,OH,Preble County,Preble County,OH,135,,,,
45321,OH,Preble County,Preble County,OH,135,,,,
45325,OH,Preble County,Preble County,OH,135,,,,
45327,OH,Preble County,Preble County,OH,135,,,,
45330,OH,Preble County,Preble County,OH,135,,,,
45338,OH,Preble County,Preble County,OH,135,,,,
45347,OH,Preble County,Preble County,OH,135,,,,
45378,OH,Preble County,Preble County,OH,135,,,,
45381,OH,Preble County,Preble County,OH,135,,,,
45382,OH,Preble County,Preble County,OH,135,,,,
43516,OH,Putnam County,Putnam County,OH,137,,,,
43548,OH,Putnam County,Putnam County,OH,137,,,,
45817,OH,Putnam County,Putnam County,OH,137,,,,
45827,OH,Putnam County,Putnam County,OH,137,,,,
45830,OH,Putnam County,Putnam County,OH,137,,,,
45831,OH,Putnam County,Putnam County,OH,137,,,,
45833,OH,Putnam County,Putnam County,OH,137,,,,
45837,OH,Putnam County,Putnam County,OH,137,,,,
45844,OH,Putnam County,Putnam County,OH,137,,,,
45848,OH,Putnam County,Putnam County,OH,137,,,,
45849,OH,Putnam County,Putnam County,OH,137,,,,
45853,OH,Putnam County,Putnam County,OH,137,,,,
45856,OH,Putnam County,Putnam County,OH,137,,,,
45858,OH,Putnam County,Putnam County,OH,137,,,,
45864,OH,Putnam County,Putnam County,OH,137,,,,
45868,OH,Putnam County,Putnam County,OH,137,,,,
45873,OH,Putnam County,Putnam County,OH,137,,,,
45875,OH,Putnam County,Putnam County,OH,137,,,,
45876,OH,Putnam County,Putnam County,OH,137,,,,
45877,OH,Putnam County,Putnam County,OH,137,,,,
45893,OH,Putnam County,Putnam County,OH,137,,,,
43019,OH,Richland County,Richland County,OH,139,,,,
44805,OH,Richland County,Richland County,OH,139,,,,
44813,OH,Richland County,Richland County,OH,139,,,,
44822,OH,Richland County,Richland County,OH,139,,,,
44827,OH,Richland County,Richland County,OH,139,,,,
44833,OH,Richland County,Richland County,OH,139,,,,
44837,OH,Richland County,Richland County,OH,139,,,,
44843,OH,Richland County,Richland County,OH,139,,,,
44862,OH,Richland County,Richland County,OH,139,,,,
44864,OH,Richland County,Richland County,OH,139,,,,
44865,OH,Richland County,Richland County,OH,139,,,,
44875,OH,Richland County,Richland County,OH,139,,,,
44878,OH,Richland County,Richland County,OH,139,,,,
44901,OH,Richland County,Richland County,OH,139,,,,
44902,OH,Richland County,Richland County,OH,139,,,,
44903,OH,Richland County,Richland County,OH,139,,,,
44904,OH,Richland County,Richland County,OH,139,,,,
44905,OH,Richland County,Richland County,OH,139,,,,
44906,OH,Richland County,Richland County,OH,139,,,,
44907,OH,Richland County,Richland County,OH,139,,,,
43101,OH,Ross County,Ross County,OH,141,,,,
43115,OH,Ross County,Ross County,OH,141,,,,
43135,OH,Ross County,Ross County,OH,141,,,,
43160,OH,Ross County,Ross County,OH,141,,,,
43164,OH,Ross County,Ross County,OH,141,,,,
45123,OH,Ross County,Ross County,OH,141,,,,
45601,OH,Ross County,Ross County,OH,141,,,,
45612,OH,Ross County,Ross County,OH,141,,,,
45617,OH,Ross County,Ross County,OH,141,,,,
45628,OH,Ross County,Ross County,OH,141,,,,
45633,OH,Ross County,Ross County,OH,141,,,,
45644,OH,Ross County,Ross County,OH,141,,,,
45647,OH,Ross County,Ross County,OH,141,,,,
45672,OH,Ross County,Ross County,OH,141,,,,
45673,OH,Ross County,Ross County,OH,141,,,,
45681,OH,Ross County,Ross County,OH,141,,,,
45690,OH,Ross County,Ross County,OH,141,,,,
43406,OH,Sandusky County,Sandusky County,OH,143,,,,
43407,OH,Sandusky County,Sandusky County,OH,143,,,,
43410,OH,Sandusky County,Sandusky County,OH,143,,,,
43416,OH,Sandusky County,Sandusky County,OH,143,,,,
43420,OH,Sandusky County,Sandusky County,OH,143,,,,
43430,OH,Sandusky County,Sandusky County,OH,143,,,,
43431,OH,Sandusky County,Sandusky County,OH,143,,,,
43435,OH,Sandusky County,Sandusky County,OH,143,,,,
43442,OH,Sandusky County,Sandusky County,OH,143,,,,
43443,OH,Sandusky County,Sandusky County,OH,143,,,,
43449,OH,Sandusky County,Sandusky County,OH,143,,,,
43450,OH,Sandusky County,Sandusky County,OH,143,,,,
43457,OH,Sandusky County,Sandusky County,OH,143,,,,
43464,OH,Sandusky County,Sandusky County,OH,143,,,,
43469,OH,Sandusky County,Sandusky County,OH,143,,,,
44811,OH,Sandusky County,Sandusky County,OH,143,,,,
44824,OH,Sandusky County,Sandusky County,OH,143,,,,
44836,OH,Sandusky County,Sandusky County,OH,143,,,,
44841,OH,Sandusky County,Sandusky County,OH,143,,,,
45616,OH,Scioto County,Scioto County,OH,145,,,,
45629,OH,Scioto County,Scioto County,OH,145,,,,
45630,OH,Scioto County,Scioto County,OH,145,,,,
45636,OH,Scioto County,Scioto County,OH,145,,,,
45638,OH,Scioto County,Scioto County,OH,145,,,,
45640,OH,Scioto County,Scioto County,OH,145,,,,
45648,OH,Scioto County,Scioto County,OH,145,,,,
45652,OH,Scioto County,Scioto County,OH,145,,,,
45653,OH,Scioto County,Scioto County,OH,145,,,,
45657,OH,Scioto County,Scioto County,OH,145,,,,
45659,OH,Scioto County,Scioto County,OH,145,,,,
45660,OH,Scioto County,Scioto County,OH,145,,,,
45662,OH,Scioto County,Scioto County,OH,145,,,,
45663,OH,Scioto County,Scioto County,OH,145,,,,
45671,OH,Scioto County,Scioto County,OH,145,,,,
45677,OH,Scioto County,Scioto County,OH,145,,,,
45682,OH,Scioto County,Scioto County,OH,145,,,,
45684,OH,Scioto County,Scioto County,OH,145,,,,
45694,OH,Scioto County,Scioto County,OH,145,,,,
45699,OH,Scioto County,Scioto County,OH,145,,,,
43316,OH,Seneca County,Seneca County,OH,147,,,,
43457,OH,Seneca County,Seneca County,OH,147,,,,
44802,OH,Seneca County,Seneca County,OH,147,,,,
44807,OH,Seneca County,Seneca County,OH,147,,,,
44809,OH,Seneca County,Seneca County,OH,147,,,,
44811,OH,Seneca County,Seneca County,OH,147,,,,
44815,OH,Seneca County,Seneca County,OH,147,,,,
44818,OH,Seneca County,Seneca County,OH,147,,,,
44828,OH,Seneca County,Seneca County,OH,147,,,,
44830,OH,Seneca County,Seneca County,OH,147,,,,
44836,OH,Seneca County,Seneca County,OH,147,,,,
44841,OH,Seneca County,Seneca County,OH,147,,,,
44844,OH,Seneca County,Seneca County,OH,147,,,,
44845,OH,Seneca County,Seneca County,OH,147,,,,
44853,OH,Seneca County,Seneca County,OH,147,,,,
44861,OH,Seneca County,Seneca County,OH,147,,,,
44867,OH,Seneca County,Seneca County,OH,147,,,,
44882,OH,Seneca County,Seneca County,OH,147,,,,
44883,OH,Seneca County,Seneca County,OH,147,,,,
43343,OH,Shelby County,Shelby County,OH,149,,,,
45302,OH,Shelby County,Shelby County,OH,149,,,,
45306,OH,Shelby County,Shelby County,OH,149,,,,
45317,OH,Shelby County,Shelby County,OH,149,,,,
45333,OH,Shelby County,Shelby County,OH,149,,,,
45334,OH,Shelby County,Shelby County,OH,149,,,,
45336,OH,Shelby County,Shelby County,OH,149,,,,
45340,OH,Shelby County,Shelby County,OH,149,,,,
45353,OH,Shelby County,Shelby County,OH,149,,,,
45356,OH,Shelby County,Shelby County,OH,149,,,,
45360,OH,Shelby County,Shelby County,OH,149,,,,
45363,OH,Shelby County,Shelby County,OH,149,,,,
45365,OH,Shelby County,Shelby County,OH,149,,,,
45367,OH,Shelby County,Shelby County,OH,149,,,,
45380,OH,Shelby County,Shelby County,OH,149,,,,
45388,OH,Shelby County,Shelby County,OH,149,,,,
45845,OH,Shelby County,Shelby County,OH,149,,,,
45865,OH,Shelby County,Shelby County,OH,149,,,,
45869,OH,Shelby County,Shelby County,OH,149,,,,
45871,OH,Shelby County,Shelby County,OH,149,,,,
45895,OH,Shelby County,Shelby County,OH,149,,,,
44201,OH,Stark County,Stark County,OH,151,,,,
44216,OH,Stark County,Stark County,OH,151,,,,
44260,OH,Stark County,Stark County,OH,151,,,,
44601,OH,Stark County,Stark County,OH,151,,,,
44608,OH,Stark County,Stark County,OH,151,,,,
44612,OH,Stark County,Stark County,OH,151,,,,
44613,OH,Stark County,Stark County,OH,151,,,,
44614,OH,Stark County,Stark County,OH,151,,,,
44618,OH,Stark County,Stark County,OH,151,,,,
44624,OH,Stark County,Stark County,OH,151,,,,
44626,OH,Stark County,Stark County,OH,151,,,,
44630,OH,Stark County,Stark County,OH,151,,,,
44632,OH,Stark County,Stark County,OH,151,,,,
44634,OH,Stark County,Stark County,OH,151,,,,
44640,OH,Stark County,Stark County,OH,151,,,,
44641,OH,Stark County,Stark County,OH,151,,,,
44643,OH,Stark County,Stark County,OH,151,,,,
44645,OH,Stark County,Stark County,OH,151,,,,
44646,OH,Stark County,Stark County,OH,151,,,,
44647,OH,Stark County,Stark County,OH,151,,,,
44650,OH,Stark County,Stark County,OH,151,,,,
44652,OH,Stark County,Stark County,OH,151,,,,
44657,OH,Stark County,Stark County,OH,151,,,,
44662,OH,Stark County,Stark County,OH,151,,,,
44666,OH,Stark County,Stark County,OH,151,,,,
44669,OH,Stark County,Stark County,OH,151,,,,
44670,OH,Stark County,Stark County,OH,151,,,,
44680,OH,Stark County,Stark County,OH,151,,,,
44685,OH,Stark County,Stark County,OH,151,,,,
44688,OH,Stark County,Stark County,OH,151,,,,
44689,OH,Stark County,Stark County,OH,151,,,,
44702,OH,Stark County,Stark County,OH,151,,,,
44703,OH,Stark County,Stark County,OH,151,,,,
44704,OH,Stark County,Stark County,OH,151,,,,
44705,OH,Stark County,Stark County,OH,151,,,,
44706,OH,Stark County,Stark County,OH,151,,,,
44707,OH,Stark County,Stark County,OH,151,,,,
44708,OH,Stark County,Stark County,OH,151,,,,
44709,OH,Stark County,Stark County,OH,151,,,,
44710,OH,Stark County,Stark County,OH,151,,,,
44711,OH,Stark County,Stark County,OH,151,,,,
44714,OH,Stark County,Stark County,OH,151,,,,
44718,OH,Stark County,Stark County,OH,151,,,,
44720,OH,Stark County,Stark County,OH,151,,,,
44721,OH,Stark County,Stark County,OH,151,,,,
44730,OH,Stark County,Stark County,OH,151,,,,
44750,OH,Stark County,Stark County,OH,151,,,,
44767,OH,Stark County,Stark County,OH,151,,,,
44799,OH,Stark County,Stark County,OH,151,,,,
44056,OH,Summit County,Summit County,OH,153,,,,
44067,OH,Summit County,Summit County,OH,153,,,,
44087,OH,Summit County,Summit County,OH,153,,,,
44141,OH,Summit County,Summit County,OH,153,,,,
44202,OH,Summit County,Summit County,OH,153,,,,
44203,OH,Summit County,Summit County,OH,153,,,,
44210,OH,Summit County,Summit County,OH,153,,,,
44216,OH,Summit County,Summit County,OH,153,,,,
44221,OH,Summit County,Summit County,OH,153,,,,
44223,OH,Summit County,Summit County,OH,153,,,,
44224,OH,Summit County,Summit County,OH,153,,,,
44230,OH,Summit County,Summit County,OH,153,,,,
44232,OH,Summit County,Summit County,OH,153,,,,
44236,OH,Summit County,Summit County,OH,153,,,,
44237,OH,Summit County,Summit County,OH,153,,,,
44240,OH,Summit County,Summit County,OH,153,,,,
44250,OH,Summit County,Summit County,OH,153,,,,
44256,OH,Summit County,Summit County,OH,153,,,,
44260,OH,Summit County,Summit County,OH,153,,,,
44262,OH,Summit County,Summit County,OH,153,,,,
44264,OH,Summit County,Summit County,OH,153,,,,
44278,OH,Summit County,Summit County,OH,153,,,,
44281,OH,Summit County,Summit County,OH,153,,,,
44286,OH,Summit County,Summit County,OH,153,,,,
44301,OH,Summit County,Summit County,OH,153,,,,
44302,OH,Summit County,Summit County,OH,153,,,,
44303,OH,Summit County,Summit County,OH,153,,,,
44304,OH,Summit County,Summit County,OH,153,,,,
44305,OH,Summit County,Summit County,OH,153,,,,
44306,OH,Summit County,Summit County,OH,153,,,,
44307,OH,Summit County,Summit County,OH,153,,,,
44308,OH,Summit County,Summit County,OH,153,,,,
44309,OH,Summit County,Summit County,OH,153,,,,
44310,OH,Summit County,Summit County,OH,153,,,,
44311,OH,Summit County,Summit County,OH,153,,,,
44312,OH,Summit County,Summit County,OH,153,,,,
44313,OH,Summit County,Summit County,OH,153,,,,
44314,OH,Summit County,Summit County,OH,153,,,,
44315,OH,Summit County,Summit County,OH,153,,,,
44316,OH,Summit County,Summit County,OH,153,,,,
44317,OH,Summit County,Summit County,OH,153,,,,
44319,OH,Summit County,Summit County,OH,153,,,,
44320,OH,Summit County,Summit County,OH,153,,,,
44321,OH,Summit County,Summit County,OH,153,,,,
44325,OH,Summit County,Summit County,OH,153,,,,
44326,OH,Summit County,Summit County,OH,153,,,,
44328,OH,Summit County,Summit County,OH,153,,,,
44333,OH,Summit County,Summit County,OH,153,,,,
44396,OH,Summit County,Summit County,OH,153,,,,
44614,OH,Summit County,Summit County,OH,153,,,,
44685,OH,Summit County,Summit County,OH,153,,,,
44720,OH,Summit County,Summit County,OH,153,,,,
44062,OH,Trumbull County,Trumbull County,OH,155,,,,
44076,OH,Trumbull County,Trumbull County,OH,155,,,,
44093,OH,Trumbull County,Trumbull County,OH,155,,,,
44231,OH,Trumbull County,Trumbull County,OH,155,,,,
44288,OH,Trumbull County,Trumbull County,OH,155,,,,
44402,OH,Trumbull County,Trumbull County,OH,155,,,,
44403,OH,Trumbull County,Trumbull County,OH,155,,,,
44404,OH,Trumbull County,Trumbull County,OH,155,,,,
44410,OH,Trumbull County,Trumbull County,OH,155,,,,
44417,OH,Trumbull County,Trumbull County,OH,155,,,,
44418,OH,Trumbull County,Trumbull County,OH,155,,,,
44420,OH,Trumbull County,Trumbull County,OH,155,,,,
44424,OH,Trumbull County,Trumbull County,OH,155,,,,
44425,OH,Trumbull County,Trumbull County,OH,155,,,,
44428,OH,Trumbull County,Trumbull County,OH,155,,,,
44430,OH,Trumbull County,Trumbull County,OH,155,,,,
44437,OH,Trumbull County,Trumbull County,OH,155,,,,
44438,OH,Trumbull County,Trumbull County,OH,155,,,,
44439,OH,Trumbull County,Trumbull County,OH,155,,,,
44440,OH,Trumbull County,Trumbull County,OH,155,,,,
44444,OH,Trumbull County,Trumbull County,OH,155,,,,
44446,OH,Trumbull County,Trumbull County,OH,155,,,,
44450,OH,Trumbull County,Trumbull County,OH,155,,,,
44453,OH,Trumbull County,Trumbull County,OH,155,,,,
44470,OH,Trumbull County,Trumbull County,OH,155,,,,
44473,OH,Trumbull County,Trumbull County,OH,155,,,,
44481,OH,Trumbull County,Trumbull County,OH,155,,,,
44483,OH,Trumbull County,Trumbull County,OH,155,,,,
44484,OH,Trumbull County,Trumbull County,OH,155,,,,
44485,OH,Trumbull County,Trumbull County,OH,155,,,,
44491,OH,Trumbull County,Trumbull County,OH,155,,,,
44504,OH,Trumbull County,Trumbull County,OH,155,,,,
44505,OH,Trumbull County,Trumbull County,OH,155,,,,
43749,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
43804,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
43824,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
43832,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
43837,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
43840,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44608,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44612,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44621,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44622,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44624,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44626,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44629,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44643,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44653,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44656,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44663,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44671,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44675,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44678,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44679,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44680,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44681,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44682,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44683,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44697,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
44699,OH,Tuscarawas County,Tuscarawas County,OH,157,,,,
43007,OH,Union County,Union County,OH,159,,,,
43015,OH,Union County,Union County,OH,159,,,,
43016,OH,Union County,Union County,OH,159,,,,
43017,OH,Union County,Union County,OH,159,,,,
43029,OH,Union County,Union County,OH,159,,,,
43036,OH,Union County,Union County,OH,159,,,,
43040,OH,Union County,Union County,OH,159,,,,
43045,OH,Union County,Union County,OH,159,,,,
43060,OH,Union County,Union County,OH,159,,,,
43061,OH,Union County,Union County,OH,159,,,,
43064,OH,Union County,Union County,OH,159,,,,
43067,OH,Union County,Union County,OH,159,,,,
43077,OH,Union County,Union County,OH,159,,,,
43084,OH,Union County,Union County,OH,159,,,,
43302,OH,Union County,Union County,OH,159,,,,
43319,OH,Union County,Union County,OH,159,,,,
43340,OH,Union County,Union County,OH,159,,,,
43342,OH,Union County,Union County,OH,159,,,,
43344,OH,Union County,Union County,OH,159,,,,
43345,OH,Union County,Union County,OH,159,,,,
43358,OH,Union County,Union County,OH,159,,,,
