zip,default_state,county,county_state,state_abbreviation,county_code,zip_pop,zip_pop_in_county,n_counties,default_city
28732,NC,Buncombe County,Buncombe County,NC,21,,,,
28748,NC,Buncombe County,Buncombe County,NC,21,,,,
28753,NC,Buncombe County,Buncombe County,NC,21,,,,
28757,NC,Buncombe County,Buncombe County,NC,21,,,,
28770,NC,Buncombe County,Buncombe County,NC,21,,,,
28776,NC,Buncombe County,Buncombe County,NC,21,,,,
28778,NC,Buncombe County,Buncombe County,NC,21,,,,
28787,NC,Buncombe County,Buncombe County,NC,21,,,,
28801,NC,Buncombe County,Buncombe County,NC,21,,,,
28802,NC,Buncombe County,Buncombe County,NC,21,,,,
28803,NC,Buncombe County,Buncombe County,NC,21,,,,
28804,NC,Buncombe County,Buncombe County,NC,21,,,,
28805,NC,Buncombe County,Buncombe County,NC,21,,,,
28806,NC,Buncombe County,Buncombe County,NC,21,,,,
28810,NC,Buncombe County,Buncombe County,NC,21,,,,
28020,NC,Burke County,Burke County,NC,23,,,,
28168,NC,Burke County,Burke County,NC,23,,,,
28601,NC,Burke County,Burke County,NC,23,,,,
28602,NC,Burke County,Burke County,NC,23,,,,
28612,NC,Burke County,Burke County,NC,23,,,,
28619,NC,Burke County,Burke County,NC,23,,,,
28628,NC,Burke County,Burke County,NC,23,,,,
28637,NC,Burke County,Burke County,NC,23,,,,
28641,NC,Burke County,Burke County,NC,23,,,,
28645,NC,Burke County,Burke County,NC,23,,,,
28647,NC,Burke County,Burke County,NC,23,,,,
28655,NC,Burke County,Burke County,NC,23,,,,
28657,NC,Burke County,Burke County,NC,23,,,,
28666,NC,Burke County,Burke County,NC,23,,,,
28671,NC,Burke County,Burke County,NC,23,,,,
28690,NC,Burke County,Burke County,NC,23,,,,
28761,NC,Burke County,Burke County,NC,23,,,,
28025,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28027,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28036,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28071,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28075,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28078,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28081,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28083,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28107,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28124,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28138,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28163,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28213,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28215,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28262,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28269,NC,Cabarrus County,Cabarrus County,NC,25,,,,
28601,NC,Caldwell County,Caldwell County,NC,27,,,,
28605,NC,Caldwell County,Caldwell County,NC,27,,,,
28606,NC,Caldwell County,Caldwell County,NC,27,,,,
28611,NC,Caldwell County,Caldwell County,NC,27,,,,
28630,NC,Caldwell County,Caldwell County,NC,27,,,,
28633,NC,Caldwell County,Caldwell County,NC,27,,,,
28638,NC,Caldwell County,Caldwell County,NC,27,,,,
28645,NC,Caldwell County,Caldwell County,NC,27,,,,
28655,NC,Caldwell County,Caldwell County,NC,27,,,,
28661,NC,Caldwell County,Caldwell County,NC,27,,,,
28667,NC,Caldwell County,Caldwell County,NC,27,,,,
27909,NC,Camden County,Camden County,NC,29,,,,
27921,NC,Camden County,Camden County,NC,29,,,,
27973,NC,Camden County,Camden County,NC,29,,,,
27974,NC,Camden County,Camden County,NC,29,,,,
27976,NC,Camden County,Camden County,NC,29,,,,
28511,NC,Carteret County,Carteret County,NC,31,,,,
28512,NC,Carteret County,Carteret County,NC,31,,,,
28516,NC,Carteret County,Carteret County,NC,31,,,,
28520,NC,Carteret County,Carteret County,NC,31,,,,
28524,NC,Carteret County,Carteret County,NC,31,,,,
28528,NC,Carteret County,Carteret County,NC,31,,,,
28531,NC,Carteret County,Carteret County,NC,31,,,,
28532,NC,Carteret County,Carteret County,NC,31,,,,
28553,NC,Carteret County,Carteret County,NC,31,,,,
28557,NC,Carteret County,Carteret County,NC,31,,,,
28570,NC,Carteret County,Carteret County,NC,31,,,,
28575,NC,Carteret County,Carteret County,NC,31,,,,
28577,NC,Carteret County,Carteret County,NC,31,,,,
28579,NC,Carteret County,Carteret County,NC,31,,,,
28581,NC,Carteret County,Carteret County,NC,31,,,,
28582,NC,Carteret County,Carteret County,NC,31,,,,
28584,NC,Carteret County,Carteret County,NC,31,,,,
28594,NC,Carteret County,Carteret County,NC,31,,,,
27212,NC,Caswell County,Caswell County,NC,33,,,,
27217,NC,Caswell County,Caswell County,NC,33,,,,
27231,NC,Caswell County,Caswell County,NC,33,,,,
27244,NC,Caswell County,Caswell County,NC,33,,,,
27249,NC,Caswell County,Caswell County,NC,33,,,,
27291,NC,Caswell County,Caswell County,NC,33,,,,
27302,NC,Caswell County,Caswell County,NC,33,,,,
27305,NC,Caswell County,Caswell County,NC,33,,,,
27311,NC,Caswell County,Caswell County,NC,33,,,,
27314,NC,Caswell County,Caswell County,NC,33,,,,
27315,NC,Caswell County,Caswell County,NC,33,,,,
27320,NC,Caswell County,Caswell County,NC,33,,,,
27326,NC,Caswell County,Caswell County,NC,33,,,,
27343,NC,Caswell County,Caswell County,NC,33,,,,
27379,NC,Caswell County,Caswell County,NC,33,,,,
28037,NC,Catawba County,Catawba County,NC,35,,,,
28090,NC,Catawba County,Catawba County,NC,35,,,,
28092,NC,Catawba County,Catawba County,NC,35,,,,
28168,NC,Catawba County,Catawba County,NC,35,,,,
28601,NC,Catawba County,Catawba County,NC,35,,,,
28602,NC,Catawba County,Catawba County,NC,35,,,,
28603,NC,Catawba County,Catawba County,NC,35,,,,
28609,NC,Catawba County,Catawba County,NC,35,,,,
28610,NC,Catawba County,Catawba County,NC,35,,,,
28612,NC,Catawba County,Catawba County,NC,35,,,,
28613,NC,Catawba County,Catawba County,NC,35,,,,
28650,NC,Catawba County,Catawba County,NC,35,,,,
28658,NC,Catawba County,Catawba County,NC,35,,,,
28673,NC,Catawba County,Catawba County,NC,35,,,,
28682,NC,Catawba County,Catawba County,NC,35,,,,
27207,NC,Chatham County,Chatham County,NC,37,,,,
27208,NC,Chatham County,Chatham County,NC,37,,,,
27213,NC,Chatham County,Chatham County,NC,37,,,,
27252,NC,Chatham County,Chatham County,NC,37,,,,
27256,NC,Chatham County,Chatham County,NC,37,,,,
27298,NC,Chatham County,Chatham County,NC,37,,,,
27312,NC,Chatham County,Chatham County,NC,37,,,,
27330,NC,Chatham County,Chatham County,NC,37,,,,
27344,NC,Chatham County,Chatham County,NC,37,,,,
27349,NC,Chatham County,Chatham County,NC,37,,,,
27355,NC,Chatham County,Chatham County,NC,37,,,,
27502,NC,Chatham County,Chatham County,NC,37,,,,
27516,NC,Chatham County,Chatham County,NC,37,,,,
27517,NC,Chatham County,Chatham County,NC,37,,,,
27523,NC,Chatham County,Chatham County,NC,37,,,,
27559,NC,Chatham County,Chatham County,NC,37,,,,
27562,NC,Chatham County,Chatham County,NC,37,,,,
27713,NC,Chatham County,Chatham County,NC,37,,,,
28781,NC,Cherokee County,Cherokee County,NC,39,,,,
28901,NC,Cherokee County,Cherokee County,NC,39,,,,
28902,NC,Cherokee County,Cherokee County,NC,39,,,,
28903,NC,Cherokee County,Cherokee County,NC,39,,,,
28905,NC,Cherokee County,Cherokee County,NC,39,,,,
28906,NC,Cherokee County,Cherokee County,NC,39,,,,
27919,NC,Chowan County,Chowan County,NC,41,,,,
27932,NC,Chowan County,Chowan County,NC,41,,,,
27946,NC,Chowan County,Chowan County,NC,41,,,,
27980,NC,Chowan County,Chowan County,NC,41,,,,
28902,NC,Clay County,Clay County,NC,43,,,,
28904,NC,Clay County,Clay County,NC,43,,,,
28909,NC,Clay County,Clay County,NC,43,,,,
28017,NC,Cleveland County,Cleveland County,NC,45,,,,
28020,NC,Cleveland County,Cleveland County,NC,45,,,,
28021,NC,Cleveland County,Cleveland County,NC,45,,,,
28038,NC,Cleveland County,Cleveland County,NC,45,,,,
28040,NC,Cleveland County,Cleveland County,NC,45,,,,
28042,NC,Cleveland County,Cleveland County,NC,45,,,,
28073,NC,Cleveland County,Cleveland County,NC,45,,,,
28086,NC,Cleveland County,Cleveland County,NC,45,,,,
28089,NC,Cleveland County,Cleveland County,NC,45,,,,
28090,NC,Cleveland County,Cleveland County,NC,45,,,,
28114,NC,Cleveland County,Cleveland County,NC,45,,,,
28150,NC,Cleveland County,Cleveland County,NC,45,,,,
28152,NC,Cleveland County,Cleveland County,NC,45,,,,
28169,NC,Cleveland County,Cleveland County,NC,45,,,,
28320,NC,Columbus County,Columbus County,NC,47,,,,
28423,NC,Columbus County,Columbus County,NC,47,,,,
28424,NC,Columbus County,Columbus County,NC,47,,,,
28430,NC,Columbus County,Columbus County,NC,47,,,,
28431,NC,Columbus County,Columbus County,NC,47,,,,
28432,NC,Columbus County,Columbus County,NC,47,,,,
28433,NC,Columbus County,Columbus County,NC,47,,,,
28436,NC,Columbus County,Columbus County,NC,47,,,,
28438,NC,Columbus County,Columbus County,NC,47,,,,
28439,NC,Columbus County,Columbus County,NC,47,,,,
28442,NC,Columbus County,Columbus County,NC,47,,,,
28450,NC,Columbus County,Columbus County,NC,47,,,,
28455,NC,Columbus County,Columbus County,NC,47,,,,
28456,NC,Columbus County,Columbus County,NC,47,,,,
28463,NC,Columbus County,Columbus County,NC,47,,,,
28472,NC,Columbus County,Columbus County,NC,47,,,,
28519,NC,Craven County,Craven County,NC,49,,,,
28523,NC,Craven County,Craven County,NC,49,,,,
28526,NC,Craven County,Craven County,NC,49,,,,
28527,NC,Craven County,Craven County,NC,49,,,,
28530,NC,Craven County,Craven County,NC,49,,,,
28532,NC,Craven County,Craven County,NC,49,,,,
28533,NC,Craven County,Craven County,NC,49,,,,
28560,NC,Craven County,Craven County,NC,49,,,,
28562,NC,Craven County,Craven County,NC,49,,,,
28570,NC,Craven County,Craven County,NC,49,,,,
28573,NC,Craven County,Craven County,NC,49,,,,
28586,NC,Craven County,Craven County,NC,49,,,,
28301,NC,Cumberland County,Cumberland County,NC,51,,,,
28303,NC,Cumberland County,Cumberland County,NC,51,,,,
28304,NC,Cumberland County,Cumberland County,NC,51,,,,
28305,NC,Cumberland County,Cumberland County,NC,51,,,,
28306,NC,Cumberland County,Cumberland County,NC,51,,,,
28307,NC,Cumberland County,Cumberland County,NC,51,,,,
28308,NC,Cumberland County,Cumberland County,NC,51,,,,
28310,NC,Cumberland County,Cumberland County,NC,51,,,,
28311,NC,Cumberland County,Cumberland County,NC,51,,,,
28312,NC,Cumberland County,Cumberland County,NC,51,,,,
28314,NC,Cumberland County,Cumberland County,NC,51,,,,
28318,NC,Cumberland County,Cumberland County,NC,51,,,,
28331,NC,Cumberland County,Cumberland County,NC,51,,,,
28334,NC,Cumberland County,Cumberland County,NC,51,,,,
28342,NC,Cumberland County,Cumberland County,NC,51,,,,
28344,NC,Cumberland County,Cumberland County,NC,51,,,,
28348,NC,Cumberland County,Cumberland County,NC,51,,,,
28356,NC,Cumberland County,Cumberland County,NC,51,,,,
28371,NC,Cumberland County,Cumberland County,NC,51,,,,
28382,NC,Cumberland County,Cumberland County,NC,51,,,,
28384,NC,Cumberland County,Cumberland County,NC,51,,,,
28390,NC,Cumberland County,Cumberland County,NC,51,,,,
28391,NC,Cumberland County,Cumberland County,NC,51,,,,
28395,NC,Cumberland County,Cumberland County,NC,51,,,,
27916,NC,Currituck County,Currituck County,NC,53,,,,
27917,NC,Currituck County,Currituck County,NC,53,,,,
27923,NC,Currituck County,Currituck County,NC,53,,,,
27927,NC,Currituck County,Currituck County,NC,53,,,,
27929,NC,Currituck County,Currituck County,NC,53,,,,
27939,NC,Currituck County,Currituck County,NC,53,,,,
27941,NC,Currituck County,Currituck County,NC,53,,,,
27947,NC,Currituck County,Currituck County,NC,53,,,,
27950,NC,Currituck County,Currituck County,NC,53,,,,
27956,NC,Currituck County,Currituck County,NC,53,,,,
27958,NC,Currituck County,Currituck County,NC,53,,,,
27964,NC,Currituck County,Currituck County,NC,53,,,,
27965,NC,Currituck County,Currituck County,NC,53,,,,
27966,NC,Currituck County,Currituck County,NC,53,,,,
27973,NC,Currituck County,Currituck County,NC,53,,,,
27915,NC,Dare County,Dare County,NC,55,,,,
27920,NC,Dare County,Dare County,NC,55,,,,
27936,NC,Dare County,Dare County,NC,55,,,,
27943,NC,Dare County,Dare County,NC,55,,,,
27948,NC,Dare County,Dare County,NC,55,,,,
27949,NC,Dare County,Dare County,NC,55,,,,
27953,NC,Dare County,Dare County,NC,55,,,,
27954,NC,Dare County,Dare County,NC,55,,,,
27959,NC,Dare County,Dare County,NC,55,,,,
27968,NC,Dare County,Dare County,NC,55,,,,
27978,NC,Dare County,Dare County,NC,55,,,,
27981,NC,Dare County,Dare County,NC,55,,,,
27012,NC,Davidson County,Davidson County,NC,57,,,,
27107,NC,Davidson County,Davidson County,NC,57,,,,
27127,NC,Davidson County,Davidson County,NC,57,,,,
27239,NC,Davidson County,Davidson County,NC,57,,,,
27262,NC,Davidson County,Davidson County,NC,57,,,,
27265,NC,Davidson County,Davidson County,NC,57,,,,
27284,NC,Davidson County,Davidson County,NC,57,,,,
27292,NC,Davidson County,Davidson County,NC,57,,,,
27294,NC,Davidson County,Davidson County,NC,57,,,,
27295,NC,Davidson County,Davidson County,NC,57,,,,
27299,NC,Davidson County,Davidson County,NC,57,,,,
27351,NC,Davidson County,Davidson County,NC,57,,,,
27360,NC,Davidson County,Davidson County,NC,57,,,,
27373,NC,Davidson County,Davidson County,NC,57,,,,
27374,NC,Davidson County,Davidson County,NC,57,,,,
28127,NC,Davidson County,Davidson County,NC,57,,,,
27006,NC,Davie County,Davie County,NC,59,,,,
27014,NC,Davie County,Davie County,NC,59,,,,
27028,NC,Davie County,Davie County,NC,59,,,,
27055,NC,Davie County,Davie County,NC,59,,,,
28625,NC,Davie County,Davie County,NC,59,,,,
28634,NC,Davie County,Davie County,NC,59,,,,
28325,NC,Duplin County,Duplin County,NC,61,,,,
28341,NC,Duplin County,Duplin County,NC,61,,,,
28349,NC,Duplin County,Duplin County,NC,61,,,,
28365,NC,Duplin County,Duplin County,NC,61,,,,
28393,NC,Duplin County,Duplin County,NC,61,,,,
28398,NC,Duplin County,Duplin County,NC,61,,,,
28444,NC,Duplin County,Duplin County,NC,61,,,,
28453,NC,Duplin County,Duplin County,NC,61,,,,
28458,NC,Duplin County,Duplin County,NC,61,,,,
28464,NC,Duplin County,Duplin County,NC,61,,,,
28466,NC,Duplin County,Duplin County,NC,61,,,,
28508,NC,Duplin County,Duplin County,NC,61,,,,
28518,NC,Duplin County,Duplin County,NC,61,,,,
28521,NC,Duplin County,Duplin County,NC,61,,,,
28525,NC,Duplin County,Duplin County,NC,61,,,,
28572,NC,Duplin County,Duplin County,NC,61,,,,
28574,NC,Duplin County,Duplin County,NC,61,,,,
28578,NC,Duplin County,Duplin County,NC,61,,,,
27278,NC,Durham County,Durham County,NC,63,,,,
27503,NC,Durham County,Durham County,NC,63,,,,
27517,NC,Durham County,Durham County,NC,63,,,,
27519,NC,Durham County,Durham County,NC,63,,,,
27560,NC,Durham County,Durham County,NC,63,,,,
27572,NC,Durham County,Durham County,NC,63,,,,
27583,NC,Durham County,Durham County,NC,63,,,,
27613,NC,Durham County,Durham County,NC,63,,,,
27701,NC,Durham County,Durham County,NC,63,,,,
27703,NC,Durham County,Durham County,NC,63,,,,
27704,NC,Durham County,Durham County,NC,63,,,,
27705,NC,Durham County,Durham County,NC,63,,,,
27706,NC,Durham County,Durham County,NC,63,,,,
27707,NC,Durham County,Durham County,NC,63,,,,
27708,NC,Durham County,Durham County,NC,63,,,,
27709,NC,Durham County,Durham County,NC,63,,,,
27710,NC,Durham County,Durham County,NC,63,,,,
27712,NC,Durham County,Durham County,NC,63,,,,
27713,NC,Durham County,Durham County,NC,63,,,,
27801,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27803,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27809,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27815,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27819,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27829,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27843,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27852,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27864,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27881,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27886,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27891,NC,Edgecombe County,Edgecombe County,NC,65,,,,
27009,NC,Forsyth County,Forsyth County,NC,67,,,,
27010,NC,Forsyth County,Forsyth County,NC,67,,,,
27012,NC,Forsyth County,Forsyth County,NC,67,,,,
27019,NC,Forsyth County,Forsyth County,NC,67,,,,
27021,NC,Forsyth County,Forsyth County,NC,67,,,,
27023,NC,Forsyth County,Forsyth County,NC,67,,,,
27040,NC,Forsyth County,Forsyth County,NC,67,,,,
27045,NC,Forsyth County,Forsyth County,NC,67,,,,
27050,NC,Forsyth County,Forsyth County,NC,67,,,,
27051,NC,Forsyth County,Forsyth County,NC,67,,,,
27052,NC,Forsyth County,Forsyth County,NC,67,,,,
27094,NC,Forsyth County,Forsyth County,NC,67,,,,
27099,NC,Forsyth County,Forsyth County,NC,67,,,,
27101,NC,Forsyth County,Forsyth County,NC,67,,,,
27103,NC,Forsyth County,Forsyth County,NC,67,,,,
27104,NC,Forsyth County,Forsyth County,NC,67,,,,
27105,NC,Forsyth County,Forsyth County,NC,67,,,,
27106,NC,Forsyth County,Forsyth County,NC,67,,,,
27107,NC,Forsyth County,Forsyth County,NC,67,,,,
27108,NC,Forsyth County,Forsyth County,NC,67,,,,
27109,NC,Forsyth County,Forsyth County,NC,67,,,,
27110,NC,Forsyth County,Forsyth County,NC,67,,,,
27111,NC,Forsyth County,Forsyth County,NC,67,,,,
27127,NC,Forsyth County,Forsyth County,NC,67,,,,
27150,NC,Forsyth County,Forsyth County,NC,67,,,,
27152,NC,Forsyth County,Forsyth County,NC,67,,,,
27155,NC,Forsyth County,Forsyth County,NC,67,,,,
27157,NC,Forsyth County,Forsyth County,NC,67,,,,
27199,NC,Forsyth County,Forsyth County,NC,67,,,,
27265,NC,Forsyth County,Forsyth County,NC,67,,,,
27284,NC,Forsyth County,Forsyth County,NC,67,,,,
27357,NC,Forsyth County,Forsyth County,NC,67,,,,
27508,NC,Franklin County,Franklin County,NC,69,,,,
27525,NC,Franklin County,Franklin County,NC,69,,,,
27537,NC,Franklin County,Franklin County,NC,69,,,,
27544,NC,Franklin County,Franklin County,NC,69,,,,
27549,NC,Franklin County,Franklin County,NC,69,,,,
27557,NC,Franklin County,Franklin County,NC,69,,,,
27587,NC,Franklin County,Franklin County,NC,69,,,,
27589,NC,Franklin County,Franklin County,NC,69,,,,
27596,NC,Franklin County,Franklin County,NC,69,,,,
27597,NC,Franklin County,Franklin County,NC,69,,,,
27816,NC,Franklin County,Franklin County,NC,69,,,,
27882,NC,Franklin County,Franklin County,NC,69,,,,
28006,NC,Gaston County,Gaston County,NC,71,,,,
28012,NC,Gaston County,Gaston County,NC,71,,,,
28016,NC,Gaston County,Gaston County,NC,71,,,,
28021,NC,Gaston County,Gaston County,NC,71,,,,
28032,NC,Gaston County,Gaston County,NC,71,,,,
28033,NC,Gaston County,Gaston County,NC,71,,,,
28034,NC,Gaston County,Gaston County,NC,71,,,,
28052,NC,Gaston County,Gaston County,NC,71,,,,
28054,NC,Gaston County,Gaston County,NC,71,,,,
28056,NC,Gaston County,Gaston County,NC,71,,,,
28077,NC,Gaston County,Gaston County,NC,71,,,,
28080,NC,Gaston County,Gaston County,NC,71,,,,
28086,NC,Gaston County,Gaston County,NC,71,,,,
28092,NC,Gaston County,Gaston County,NC,71,,,,
28098,NC,Gaston County,Gaston County,NC,71,,,,
28101,NC,Gaston County,Gaston County,NC,71,,,,
28120,NC,Gaston County,Gaston County,NC,71,,,,
28164,NC,Gaston County,Gaston County,NC,71,,,,
